Title,Price,Rating,Sold
"Dell 14"" Rugged 5404 Laptop i5-4310U 2.00-3.00GHz 8GB Ram 500GB TouchScreen HDMI",201.99,,
"Lenovo ThinkPad P51s i7 7600U 2.8GHz 16GB 512GB SSD 15.6"" 2K LCD M520M",403.26,,
"New ListingHp Probook 6460B 14"" ( 256GB HDD 2.5 GHz core_i5 4GB RAM )laptop - Silver - PROB",599.00,,
"Dell Latitude E5470 14"" Laptop i5 Quad-Core 8GB 256GB SSD Win 10 Pro B v.WCA",150.00,,
"HP ProBook 650 G2 15.6"" Laptop 2.3 GHz i5-6200U 4GB RAM (Grade B No Caddy)",271.99,,
"New ListingHP ELITIBOOK 8560p 15.6"" Laptop Core i7 2720QM 2.2GHZ 4GB RAM 250GB HDD ATI",190.00,,
Custom Build Lenovo ThinkPad T440 Laptop  i5 Dual-Core Min 1.60GHz B v.WBA,275.00,,
New ListingMSI Modern 15 A10M-455 15.6'' FHD Laptop 1.6GHz Core i5-10210U 8GB RAM 512GB SSD,199.99 to $279.99,,
"New ListingLenovo ThinkPad Laptop.T420 i5-2540M 4GB 250GB 14"" Cam Batt/AC",649.99,,
"Custom Build Lenovo ThinkPad T460S 14"" Laptop Core i7 Min 2.60GHz Grade B v.WCA",150.00,,
"Lenovo ThinkPad T420s 14"" Laptop 2.6 GHz i5-2540M 4GB RAM (Grade B No Battery)",344.99 to $554.99,,
,126.00,,
,126.00,14201426525404,
"Lenovo ThinkPad T420s 14"" Laptop 2.6 GHz i5-2540M 4GB RAM (Grade B No Battery)",85.00,1454015624331104,36
"HP ProBook 4540s 15.6"" Laptop 2.4 GHz i3-3110M 4GB RAM (Grade B No Battery)",124.00,6611416216,
"HP ProBook 6470b 14"" Laptop 3.00 GHz i7-3540M 4GB RAM (Grade B)",80.00,26501812052601015,
"HP G72 Notebook PC 17.3"" Laptop 2.4 GHz i3-M 370 4GB RAM (Grade C No Battery)",56.99,1173173500228,
GRADE B+ HP Chromebook 11 G4 Refurbished Laptop Computer 16GB SSD Webcam 2.16GHz,150.00,3550,2
"HP EliteBook Revolve 810 G2 11.6"" Laptop 2 GHz i5-4310U 4GB RAM (Grade B)",198.99,2647514231046004,7
"HP ProBook 650 G1 Laptop 8GB 120GB SSD  i5 2.60GHz WIN10 15"" HD Notebook, Webcam",229.99,1515626644350,
HP ProBook 640 G1 Laptop  i5 Dual-Core 8GB 256GB SSD Win 10 Pro 1 Yr Wty B v.WAA,549.00,2352115518332174,25
Toshiba Portege X20W-D 2 in 1 TOUCH i7 7600U 2.8GHz 16GB 512GB SSD 1920x1080,160.00,,5
"Lenovo ThinkPad T540p 15.6"" Laptop 2.6 GHz i5-4300M 8GB RAM (Grade B)",160.00,,
"Lenovo T420 Intel Core i5-2520M CPU, 8G Ram, 300GB HDD Win 10 Pro",227.49,,
Custom Build Dell Latitude E5440 Laptop  i5 Dual-Core Min 1.60GHz B v.WBA,299.00,,
"Xplore iX104 C5 VAD, i7-620U, 8GB RAM, 256GB SSDs, Win7 Pro, Touch, GoBi 3G, GPS",800.00,,
"New ListingAlienware M17x R3 17.3in. (500GB, 2.2GHz, 8GB) Notebook/Laptop - Stealth Black -",69.67,,
Samsung Chromebook Laptop Computer 550c Webcam WiFi - SSD for FAST Google Chrome,179.00,,
"HP ProBook 440 G4 14"" Laptop 2.4 GHz i3-7100U 4GB RAM (Grade B No Caddy)",389.00,,
"Dell Latitude E6540 15.6"" i7-4610m 3.0GHz 16GB RAM 512GB SSD Windows 10 Pro",95.00,,
"HP ProBook 6475b 14"" Laptop 2.3 GHz A10-4600M 4GB RAM (Grade B)",229.95,,
"Lenovo ThinkPad T510 15.6"" Core i5 2.4GHz 320GB 4GB WIN 7 PRO 32 Wi-Fi OFFICE ",199.77,,
"New ListingSamsung Chromebook 15.6"" FHD Intel Dual Core 2.6GHz 64GB-4GB RAM+Webcam XE350XBA",501.89,,
"Panasonic FZ-G1 MK3 10.1""  WUXGA i5-5300u 2.3GHz 8GB 256GB SSD Webcam HDMI Touch",845.00,,
"Dell Inspiron G5 5505 15.6"" Gaming Laptop AMD Ryzen 5 8GB RAM AMD Radeon RX560",150.00,,
"Dell Latitude E6530 15.5"" Laptop 2.8 GHz i5-3360M 4GB RAM (Grade B)","1,399.99",,
New ListingDell Latitude 12 7204 Rugged Extreme i5-4310U 16GB 1TB SSD WIN 10 Pro,299.99,,
Lenovo ThinkPad L440 Laptop i5-4300M Dual-Core Min 2.60GHz 8GB 256GB SSD W10 Pro,170.00,,
HP EliteBook 8540w Intel Core i5 M560 2.67GHz 8GB 500GB with charger,489.07,,
lenovo laptop g50-45,90.00,,
"Dell Chromebook 11 3180 P26T 11.6"" N3060 1.6GHz 4GB RAM 16GB SSD NO OS",121.00,,
"Dell E6440 14"" Laptop 2.6 GHz i5-4300M 4GB RAM (Grade B No Battery, Webcam)",140.00,,
"Dell Latitude E7440 14"" Laptop 2 GHz i5-4310U 4GB RAM Grade C No Battery, Caddy",100.00,,
"Dell E5540 15.6"" Laptop 1.9 GHz i5-4300U 4GB RAM (Grade C No Battery, Webcam)",185.00,,
"HP ZBook 15 15.6"" Laptop 2.6 GHz i5-4300M 8GB RAM (Grade B)",115.00,,
"Lenovo L440 14"" Laptop 2.6 GHz i5-4300M 4GB RAM (Grade C No Battery, Webcam)",177.00,,
"Panasonic CF-19AHUAX1M 10.2"" Laptop 2.5 GHz i5-2520M 4GB RAM (Grade B No Webcam)",489.49,,
"Lenovo Thinkpad X380 Yoga 2IN1 i5-8350U 8GB RAM 256GB SSD 13.3"" Win10PRO TOUCH!",255.00,,
"HP EliteBook 840 G4 14"" Laptop 2.6 GHz i5-7300U 8GB RAM (Grade B No Battery)",189.00,,
"HP ProBook Business Gaming Laptop 11"" Windows 10 pro (500GB HDD/8GB Ram) WIFI",230.99,,
"HP EliteBook 8440p 14.1"" i5-M520 2.40GHz 8GB Ram 500 GB Win 10 Pro & MS office",330.00 to $731.00,,
Dell Latitude E5550 Windows 10 Pro 15.6'' Intel Core i5 16GB RAM 2TB SSD Webcam ,182.00,,
"Lenovo ThinkPad T450 14.0"" Laptop 2.30 Ghz i5-5300U 4GB RAM (Grade C)",299.99,,
Custom Build Lenovo ThinkPad X260 Ultrabook  i5 Dual-Core Min 2.40GHz B v.WAA,119.00,,
"Dell Inspiron 3521 15.5"" Laptop 1.8 GHz i3-3217U 4GB RAM (Grade B No Battery)",95.00,,
"Dell Latitude 3330 13.3"" Laptop 1.5 GHz i3-2375M 4GB RAM (Grade B No Caddy)",270.00,,
"Dell Precision M4800 15.6"" Laptop 3 GHz i7-4610M 4GB RAM (Grade B)",99.00,,
"Lenovo ThinkPad E420 14"" Laptop 2.3 GHz i3-2350M 4GB RAM (Grade B)",130.00,,
"Dell Inspiron 5555 15.5"" Laptop 2.2 GHz A8-7410 4GB RAM (Grade B No Battery)",68.00,,
"HP ProBook 6450b 14"" Laptop 2.4 GHz i5-M 520 4GB RAM (Grade C)",304.99,,
HP ProBook 450 G3 Laptop  i5 Dual-Core 8GB 256GB SSD Win 10 Pro B v.WAA,169.50,,
"New ListingDell Inspiron 1525/Core2Duo T8100 2.10ghz/3gb/160gb/Windows 7 Home/BT/Hdmi/15.4""",84.00,,
"HP G62 Notebook PC 15.6"" Laptop 2.4 GHz i3-M 370 4GB RAM (Grade B No Battery)",321.09 to $607.09,,
Custom Build Lenovo ThinkPad E570 Laptop  i5 Dual-Core Min 2.50GHz B v.WAA,239.99,,
Custom Build Dell Latitude E6440 Laptop  i5 Dual-Core Min 2.60GHz B v.WAA,379.00,,
"*DELL 7R7H1, Dell OptiPlex 3040 Micro, 2.5GHz, 8GB RAM, 500GB Windows 7 Pro",90.00,,
"Lenovo Edge E420s 14"" Laptop 2.3 GHz i5-2410M 8GB RAM (Grade B No Caddy, Cover)",105.00,,
"HP ProBook 6470b 14"" Laptop 2.7 GHz i5-3340M 4GB RAM (Grade B)",82.00,,
"Dell Latitude E5420 14"" Laptop 2.2 GHz i3-2330M 4GB RAM (Grade B No Webcam)",88.00,,
"Dell Latitude E6420 14"" Laptop 2.3 GHz i5-2410M 4GB RAM (Grade C)",299.00,,
"New ListingLenovo T560 15.6"" Laptop 2.4GHz i5-6300U 8GB DDR3 256GB SSD Window 10 Pro x64",324.99,,
"New ListingDell E5570 15"" Laptop 2.4GHz i5-6300U 8GB DDR4 RAM 256GB SSD Windows 10 Pro x64",168.00,,
"Dell Latitude E7440 14"" Laptop 2.1 GHz i7-4600U 4GB RAM (Grade C No Battery)",130.00,,
"Lenovo X201 Tablet 12.2"" Laptop 2.13 GHz i7-L 640 4GB RAM (Grade B No Battery)",299.00 to $675.00,,
"Dell Latitude E6430 14"" Win 10 Intel Core i5 3.30GHz 16GB RAM 2TB SSD Webcam DVD",259.99,,
"Dell XPS 13 9333 13"" Laptop 1.7GHz Core i3 256GB SSD 8GB RAM Win 10 Pro(Grade B)",,,
,182.00,2647514231046004,3
"Lenovo ThinkPad T450 14.0"" Laptop 2.30 Ghz i5-5300U 4GB RAM (Grade C)",95.00,174401419543004,
"HP ProBook 6475b 14"" Laptop 2.3 GHz A10-4600M 4GB RAM (Grade B)",429.99,1670017329735204,90
Lenovo Thinkpad T440 Windows 10 Intel Core i5 2.9GHz 8GB RAM 256GB SSD Webcam,256.09,1670017328738404,5
Custom Build Lenovo ThinkPad T440s Laptop i5 Dual-Core Min 1.60GHz B v.WBA,90.00,,
"Lenovo Edge E420s 14"" Laptop 2.3 GHz i5-2410M 8GB RAM (Grade B No Caddy, Cover)",108.00,,5
"Lenovo ThinkPad T520 15.6"" Laptop 2.5 GHz i5-2520M 4GB RAM (Grade B No Battery)",289.99,,
HP EliteBook Folio 9480m Laptop  i5 Dual-Core 8GB 256GB SSD Win 10 Pro B v.WAA,329.00,,7
"Dell Latitude 15"" Gaming Business Laptop Intel Core i5 (8GB Ram/128 SSD) WIFI","3,200.00",,
Getac V110 G6 i5-10210U 16Gb Ram 1Tb nvme SSD WiFi Bluetooth 4G LTE GPS 2 hours,114.99,,
"LENOVO ThinkPad X140e 11.6"" AMD A4-5000 1.5GHz 8GB RAM 320GB HD Win 10 Pro","1,599.00",,
"Lenovo P72 17.3"" 6-Core E-2186m 2.90 1TB SSD 64GB Ram  Nvidia P5200 16GB Win 10",449.99,,
Lenovo ThinkPad T470 Laptop i5-6200u 2.30 GHz 8GB 256GB SSD Win 10 Pro 1Yr Wty,135.00,,
"Toshiba TECRA Z40-B 14"" Laptop 2 GHz i3-5005U 4GB RAM (Grade B No Caddy)",199.00,,
"HP ProBook 11 G2 Gaming Laptop Computer Windows 10 pro (8GB Ram/500GB HDD) 11""",140.00,,
"Dell E7440 14"" Laptop 1.9 GHz i5-4300U 4GB RAM Grade B No Battery, Caddy, Webcam",262.49,,
"Dell Venue 11 Pro T07G 10.8"" i5 1.60GHz 8GB Ram 256GB SSD Win10 MS office Kboard",329.99,,
"Lenovo T460s 14"" Laptop 2.4GHz i5 6th Gen 256GB SSD 8GB RAM Win 10 Pro Grade B",396.49,,
Custom Build Lenovo ThinkPad T440s Laptop  i7 Dual-Core Min 2.10GHz B v.WBA,108.00,,
"Lenovo ThinkPad T420 14"" Laptop 2.1 GHz i3-2310M 4GB RAM (Grade C No Battery)","1,499.00",,
"Dell 15.6"" Laptop 8GB / 2TB ",118.00,,
"HP 640 G1 14"" Laptop 2.6GHz Core i5 4th Gen 4GB RAM (Grade C No LAN)",429.98,,
"Lenovo IdeaPad 3 15.6"" Laptop, Intel Core i3-1005G1 Dual-Core Processor, 4GB Mem",599.94,,
"Lenovo ThinkPad E590 / 15.6"" FHD / i7-8565U / 256GB / SSD / 8GB / 1920x1080",165.00,,
"Dell Latitude E5550 15.6"" Laptop 2.3 GHz i5-5300U 4GB RAM (Grade C)",110.00,,
"HP EliteBook 8570p 15.6"" Laptop 2.6 GHz i5-3320M 4GB RAM (Grade C)",120.00,,
"Lenovo L440 14"" Laptop 2.6 GHz i5-4300M 4GB RAM (Grade B No Battery, Webcam)",159.00,,
"Dell Latitude 2120 10.1"" Screen Laptop 1.6GHz 150GB HD 2MP Webcam Windows 7 Blue",84.00,,
"HP G62 Notebook PC 15.6"" Laptop 2.4 GHz i3-M 370 4GB RAM (Grade B No Battery)",499.00,,
"New ListingLenovo IdeaPad Flex 5 14ITL05 14"" Intel i5-1135G7 8GB RAM, 512GB NVME M.2 82FE",80.00,,
"Lenovo ThinkPad Edge E430 14"" Laptop 2.3 GHz i3-2350M 4GB RAM Grade A No Battery",127.00,,
"Dell Latitude E6440 14.0"" Laptop 2.6 GHz i5-4300M 4GB RAM (Grade B No Caddy)","1,299.99",,
"Apple MacPro (Late 2013) 3.5 GHz 6-core Intel, 16 GB Memory, Mojave OS",199.70,,
"Lenovo G580/Core i5-3230M 2.60ghz/5gb/250gb/Windows 10 Pro/Webcam/BT/15.6""/hdmi ",319.99,,
"Lenovo ThinkPad L380 13.3"" Core i3-8130U 2.2GHz 256GB SSD 8GB RAM Win 10 Pro B",170.00,,
"Dell Precision M4600 17.3"" Laptop 2.7 GHz i7-2620M 4GB RAM (Grade C)",599.99,,
"Dell Inspiron 5491 14"" 2-IN-1 Laptop 14"" FHD Touch i5-10210U 512GB SSD 8GB RAM",199.00,,
"Dell E7270 14"" Laptop 2.4GHz Core i5 6th Gen 4GB RAM (Grade B no caddy)",299.00,,
"Dell Precision M6700 17.3"" Laptop 2.9 GHz i7-3520M 4GB RAM (Grade A)",259.99,,
"HP 840 G2 14"" Laptop 2.2GHz i5 5th Gen 8GB RAM 256GB SSD Windows 10 Pro Grade B",170.00,,
"Lenovo X220 Tablet 12.6"" 2.8 GHz i7-2640M 4GB RAM (Grade C No Battery, Stylus)","2,400.00",,
"New ListingDell Alienware Area 51M R2 17.3"" 4K I7-10700K 32GB DDR4 1TB SSD RTX 2070 super. ","3,700.00",,
"HP EliteBook 8470p 14"" Laptop 2.6 GHz i5-3320M 4GB RAM (Grade B)",135.00,,
Dell Latitude E5270 i7 6600U 2.4GHz 8GB RAM 240GB SSD FHD 1920x1080,349.00,,
"HP ProBook 6450b 14"" Laptop 2.4 GHz i5-M 520 4GB RAM (Grade C)",68.00,,
"Dell 3542 15.6"" Laptop 1.7 GHz i5-4210U 4GB RAM (Grade B No Battery, Caddy)",144.00,,
LENOVO THINKPAD L412 CORE i5-520M 2.4GHz 4GB 500GB WIN 10P 32BIT DVD WIFI OFFICE,229.99,,
KOHJINSHA SC C UMPC ATOM 1.33GHz 60GB 2GB TOUCHSCREEN WIFI CAM BT TV WIN 10,325.00,,
Lenovo ThinkPad S431 14” CORE i5-3337U @ 1.80GHz | 8GB | NO HDD | #553,425.00,,
Dell Laptop 3340 500GB 8GB RAM i3-4005U HDMI Windows 10 Pro Webcam  Zoom Ready,250.00,,
Dell E6410 Intel i7 M620 2.67GHz 500GB HD 4GB RAM Windows 10 Pro Camera B/W only,239.95,,
"Dell Latitude E6430 14"" Laptop 2.6 GHz i5-3320M 4GB RAM Grade B No Battery, HDMI",159.99,,
"Dell Latitude E5470 14"" Laptop Touch Core i5 16GB 512GB SSD Win 10 Pro B v.WCA",108.00,,
"Dell Latitude E5520 15.6"" Laptop 2.5 GHz i5-2520M 4GB RAM (Grade C No Webcam)",534.99,,
HP 1A767UT#ABA Celeron N4020 1.1GHz 4GB 32GB 11.6in Touch Chrome OS,99.00,,
"Dell Latitude E7470 14"" Touch Screen i7 6600U 2.4GHz 8GB RAM 256GB SSD 2560x1440",194.53,,
"Lenovo ThinkPad L420 14"" Laptop 2.1 GHz i3-2310M 4GB RAM (Grade B)",399.00,,
"HP ProBook 430 G1 13.3"" Laptop 1.7 GHz i3-4010U 4GB RAM (Grade A No Battery)",121.00,,
"New Thinkpad P15,i9-10885H 8Core,FHD HDR,Quadro T2000,128GB RAM,2x1TB NVMe,3YR ",110.00,,
"Lenovo ThinkPad Yoga 14 i5-4210U 1.70GHz/8GB?/NO HDD/WIFI 14"" PC Laptop Notebook","3,115.00",,
Dell Latitude 5410 i5-10210U 256GB PCIe 16GB HD BT W10P WIFI 1 YR WTY 5400,199.99,,
"New ThinkPad P1 Gen 3,15.6"" FHD HDR IR,i9-10885H,Quadro T2000,16GB,2TB SSD,W10P",679.99,,
"Lenovo Yoga 260 12.5"" Laptop 2.3 GHz i5-6200U 8GB RAM Grade B No Battery, Webcam","2,699.00",,
"Dell M6700 17.3"" Laptop 2.8 GHz i7-3840QM 4GB RAM (Grade C No Battery, Webcam)",245.00,,
,260.00,,
,245.00,1670017328738404,
"Lenovo Yoga 260 12.5"" Laptop 2.3 GHz i5-6200U 8GB RAM Grade B No Battery, Webcam",329.99,114747508482103,7
"Lenovo T460s 14"" Laptop 2.4GHz i5 6th Gen 256GB SSD 8GB RAM Win 10 Pro Grade B",260.00,14201425525204,23
"Dell M6700 17.3"" Laptop 2.8 GHz i7-3840QM 4GB RAM (Grade C No Battery, Webcam)",128.00,661151616,
"Lenovo ThinkPad X201 Tablet 12"" Laptop 2GHz i7-L 620 4GB RAM (Grade B No Webcam)",110.00,1670017129735204,8
"HP ProBook 430 G1 13.3"" Laptop 1.7 GHz i3-4010U 4GB RAM (Grade A No Battery)",259.99,164601425525204,
"HP 840 G2 14"" Laptop 2.2GHz i5 5th Gen 8GB RAM 256GB SSD Windows 10 Pro Grade B",63.00,,
"Dell Latitude E5410 14.2"" Laptop 2.53 GHz i3-M 380 4GB RAM (Grade C No Webcam)",194.53,,
HP 1A767UT#ABA Celeron N4020 1.1GHz 4GB 32GB 11.6in Touch Chrome OS,534.99,,
"Dell Latitude E5470 14"" Laptop Touch Core i5 16GB 512GB SSD Win 10 Pro B v.WCA",239.95,,
Dell Laptop 3340 500GB 8GB RAM i3-4005U HDMI Windows 10 Pro Webcam  Zoom Ready,229.99,,
LENOVO THINKPAD L412 CORE i5-520M 2.4GHz 4GB 500GB WIN 10P 32BIT DVD WIFI OFFICE,325.00,,
KOHJINSHA SC C UMPC ATOM 1.33GHz 60GB 2GB TOUCHSCREEN WIFI CAM BT TV WIN 10,425.00,,
"HP Probook 4710s laptop 17"" Intel Core 2Duo P8700 2.53GHz 4GB 500GB HDD",249.99,,
"Dell Latitude 3340 14.0"" Laptop 1.7 GHz i3-4005U 4GB RAM (Grade B)",130.00,,
"HP ProBook 650 G1 14"" Laptop 2.6 GHz i5-4300M 4GB RAM (Grade A)",175.00,,
"Lenovo ThinkPad T450s 14"" Laptop i5 2.20GHz 8GB 256GB SSD Win 10 Pro 1 Yr Wty B",369.99,,
"HP 450 G1 15.6"" Laptop 2.4 GHz i3-4000M 8GB RAM (Grade B No Battery, Caddy)",131.00,,
HP ProBook 650 G1 Laptop Computer 15” Display i5 2.60GHz 4GB 500GB WIN10 Webcam,179.89,,
Dell Latitude 5410 i5-10210U 256GB PCIe 16GB HD BT W10P WIFI 1 YR WTY 5400,679.99,,
"Dell E6520 15.6"" Laptop 2.5 GHz i5-2520M 4GB RAM (Grade C No Battery, Webcam)",95.00,,
Panasonic laptop with Windows 10,95.00,,
"Dell Latitude E7470 14"" Touch Screen i7 6600U 2.4GHz 8GB RAM 256GB SSD 2560x1440",399.00,,
"Lenovo ThinkPad E590 / 15.6"" FHD / i5-8265U / 256GB / SSD / 12GB / 1920x1080",559.94,,
"Lenovo ThinkPad Yoga 14 i5-4210U 1.70GHz/8GB?/NO HDD/WIFI 14"" PC Laptop Notebook",199.99,,
Gateway W350L,110.00,,
"Gateway 14.1"" FHD Ultra Slim Laptop,i5-1035G1,16GB RAM, 256GB SSD,FP Scanner",492.00,,
Dell Latitude E4310 Laptop Core i5-M520 2.40GHz 4GB 320GB Windows 10 Pro Office,174.95,,
Custom Build Lenovo ThinkPad X240 Laptop  i7 Dual-Core Min 2.10GHz B v.WAA,244.99,,
"Lenovo Ideapad S145-15AST 15.6"" HD Laptop 2.6GHz AMD A6-9225 4GB 1TB HDD - READ",279.99,,
Dell Latitude E7250 Laptop  i7 Dual-Core 8GB 256GB SSD Win 10 Pro B v.WAA,269.99,,
Dell Inspiron E1705/Core2Duo T7200 2.00ghz/3gb/160gb/Windows 7 Home/BT/Vga/x1400,168.50,,
"New ListingHP, Chromebook 11 G6 EE, 11.6"" (16GB) Chromebook Chromebook - Gray- 3PD93UT#ABA",120.00,,
"Dell Inspiron 15 3583 - 15.6"" HD Celeron 4205U/UHD Graphics 610, 4G, 128G Win10",358.99,,
"HP EliteBook Folio 9470m 14"" Laptop 1.8 GHz i5-3337U 4GB RAM (Grade A No Caddy)",199.00,,
"New Thinkpad T14,Ryzen 7 4750U,8 Core,FHD Touch,IR,48GB,2TB NVMe,Bklit,W10P,3YR ","1,719.00",,
"5 X  HP ProBook 4440s 14"" Core i3-2370M 2.4GHz 8GB 500GB WIN 10P 64 HDMI OFFICE ","1,139.99",,
"HP EliteBook 2760p 12.2"" Laptop 2.7 GHz i7-2620M 8GB RAM (Grade C)",89.00,,
Lenovo Miix 2 11,450.00,,
"Lenovo ThinkPad T460S 14"" Laptop Core i7 8GB 25G GB Win 10 Pro 1 Yr Wty B v.WCA",369.99,,
"HP EliteBook 8560w 15.6"" Laptop 2.6 GHz i5-2540M 4GB RAM (Grade A No Battery)",130.00,,
"Lenovo T420s 14"" Laptop 2.5 GHz i5-2520M 4GB RAM (Grade B No Battery, Caddy)",120.00,,
ASUS U36S,150.00,,
